"alt","bio1","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9"
39,264,269,260,2285,414,51,62,1069,182,218,1017,97,85,340,325,211,114,260,268
36,266,269,261,2311,400,71,59,1049,223,223,1011,97,86,309,325,213,112,262,269
30,264,269,260,2273,415,43,63,1071,165,196,1071,97,84,359,326,211,115,260,268
223,266,269,258,1782,290,3,72,814,29,449,60,127,74,446,349,179,170,267,260
222,264,267,258,1733,274,4,71,773,30,260,62,128,74,390,349,177,172,263,259
77,270,276,264,2102,298,71,46,845,236,285,826,98,79,473,334,211,123,266,270
101,266,271,263,1617,359,25,85,907,85,128,869,103,85,325,328,208,120,264,267
250,256,260,252,1774,290,18,64,766,80,240,721,114,79,312,330,186,144,254,257
194,260,264,256,1764,283,11,68,765,43,259,749,127,76,324,344,177,167,256,260
36,265,269,261,2245,408,48,63,1057,176,176,1013,98,85,344,326,211,115,261,269
28,265,270,259,2655,521,23,79,1410,84,142,1243,90,83,457,324,216,108,259,270
40,264,269,259,2365,431,48,62,1113,182,213,1043,94,84,375,324,213,111,260,268
165,264,267,261,1631,368,14,90,948,61,137,898,106,84,273,328,202,126,262,265
33,266,269,262,2280,405,64,61,1056,206,206,1021,98,85,292,326,212,114,262,269
33,266,269,262,2280,405,64,61,1056,206,206,1021,98,85,292,326,212,114,262,269
221,261,265,258,1536,350,12,90,896,57,131,844,107,83,298,326,198,128,259,263
56,261,267,256,2278,413,26,66,1081,117,117,1081,96,82,450,325,209,116,256,267
31,267,272,261,2620,491,32,75,1350,116,116,1226,86,86,429,322,222,100,262,272
31,267,272,261,2620,491,32,75,1350,116,116,1226,86,86,429,322,222,100,262,272
36,266,269,261,2311,400,71,59,1049,223,223,1011,97,86,309,325,213,112,262,269
23,266,273,260,2248,376,26,61,980,127,127,970,88,82,489,324,217,107,262,273
19,268,274,261,2741,525,24,80,1460,84,84,1312,83,84,466,323,225,98,262,274
36,266,269,261,2311,400,71,59,1049,223,223,1011,97,86,309,325,213,112,262,269
142,266,273,260,2237,359,69,54,973,223,265,973,96,81,498,329,211,118,260,270
30,264,269,260,2273,415,43,63,1071,165,196,1071,97,84,359,326,211,115,260,268
125,269,272,265,2185,419,21,81,1166,83,83,1137,102,84,288,331,210,121,267,272
251,260,263,257,1605,357,12,89,933,59,145,871,108,83,272,326,196,130,258,261
142,266,273,260,2237,359,69,54,973,223,265,973,96,81,498,329,211,118,260,270
251,260,263,257,1605,357,12,89,933,59,145,871,108,83,272,326,196,130,258,261
29,267,270,263,2416,398,80,56,1069,261,261,1036,97,88,268,324,215,109,264,270
133,256,263,251,1818,322,44,63,858,138,223,831,99,80,482,319,196,123,252,258
147,264,268,260,1699,298,22,68,799,82,194,720,106,77,310,334,198,136,260,265
194,260,264,256,1764,283,11,68,765,43,259,749,127,76,324,344,177,167,256,260
165,264,267,261,1631,368,14,90,948,61,137,898,106,84,273,328,202,126,262,265
223,266,269,258,1782,290,3,72,814,29,449,60,127,74,446,349,179,170,267,260
147,264,268,260,1699,298,22,68,799,82,194,720,106,77,310,334,198,136,260,265
141,266,269,262,1733,382,15,89,1001,63,150,946,106,84,280,329,204,125,264,267
142,266,273,260,2237,359,69,54,973,223,265,973,96,81,498,329,211,118,260,270
91,264,269,260,2082,385,45,65,999,169,169,968,97,84,356,325,210,115,260,269
44,269,272,265,2426,436,42,76,1299,148,148,1184,103,89,263,329,214,115,267,272
171,264,268,261,1717,377,14,88,993,62,94,935,106,83,290,329,202,127,262,266
147,264,268,260,1699,298,22,68,799,82,194,720,106,77,310,334,198,136,260,265
147,264,268,260,1699,298,22,68,799,82,194,720,106,77,310,334,198,136,260,265
221,261,265,258,1536,350,12,90,896,57,131,844,107,83,298,326,198,128,259,263
201,259,263,256,1584,269,25,66,756,83,193,683,111,76,301,333,187,146,256,259
344,247,250,244,1960,284,21,57,828,117,305,764,119,82,266,319,174,145,245,246
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
21,268,270,263,2618,404,92,52,1117,301,301,1105,95,88,253,324,217,107,265,270
77,270,276,264,2102,298,71,46,845,236,285,826,98,79,473,334,211,123,266,270
14,270,275,265,2659,424,39,64,1250,147,231,1175,90,88,382,325,223,102,267,275
14,270,275,265,2659,424,39,64,1250,147,231,1175,90,88,382,325,223,102,267,275
36,265,269,261,2245,408,48,63,1057,176,176,1013,98,85,344,326,211,115,261,269
202,263,267,259,1760,278,6,69,769,35,259,77,128,75,317,348,178,170,262,261
37,267,270,263,2438,418,72,59,1119,252,252,1061,98,88,266,325,214,111,265,270
20,266,270,262,2350,404,67,58,1064,224,224,1021,96,87,323,325,215,110,263,270
201,253,257,248,1819,314,15,70,886,89,168,886,107,84,350,317,190,127,248,252
184,264,268,260,1854,291,6,69,814,37,265,84,128,75,308,349,180,169,263,262
36,271,278,265,2007,304,67,52,851,208,287,850,97,80,499,335,215,120,267,274
47,272,281,265,2428,402,61,56,1063,216,216,972,90,81,614,335,224,111,266,281
245,250,254,247,2010,310,10,65,887,56,460,875,126,76,343,333,169,164,247,248
260,260,264,257,1967,388,15,83,1077,76,118,1030,107,81,262,327,195,132,259,263
245,250,254,247,2010,310,10,65,887,56,460,875,126,76,343,333,169,164,247,248
194,266,269,260,1697,264,4,70,751,29,250,65,127,74,364,350,180,170,266,261
184,264,268,260,1854,291,6,69,814,37,265,84,128,75,308,349,180,169,263,262
194,266,269,260,1697,264,4,70,751,29,250,65,127,74,364,350,180,170,266,261
194,266,269,260,1697,264,4,70,751,29,250,65,127,74,364,350,180,170,266,261
180,267,270,261,1728,267,4,70,764,31,252,70,127,75,354,351,182,169,267,263
319,256,260,250,1942,314,5,71,893,33,500,61,133,73,449,346,166,180,256,250
183,264,267,261,1706,372,13,88,985,61,92,924,107,82,264,329,200,129,262,265
241,261,264,258,1818,387,14,87,1039,66,100,975,107,84,255,326,199,127,259,263
241,261,264,258,1818,387,14,87,1039,66,100,975,107,84,255,326,199,127,259,263
16,269,274,263,2746,364,103,38,1023,362,406,999,93,86,425,328,220,108,265,274
206,265,268,259,1708,265,4,70,755,30,254,64,128,75,395,349,179,170,265,260
206,265,268,259,1708,265,4,70,755,30,254,64,128,75,395,349,179,170,265,260
194,265,269,260,1626,258,4,70,717,29,242,66,127,74,371,350,180,170,264,261
194,265,269,260,1626,258,4,70,717,29,242,66,127,74,371,350,180,170,264,261
194,265,269,260,1626,258,4,70,717,29,242,66,127,74,371,350,180,170,264,261
194,265,269,260,1626,258,4,70,717,29,242,66,127,74,371,350,180,170,264,261
194,265,269,260,1626,258,4,70,717,29,242,66,127,74,371,350,180,170,264,261
202,263,267,259,1760,278,6,69,769,35,259,77,128,75,317,348,178,170,262,261
313,253,257,249,1906,299,7,69,841,38,497,70,132,75,356,341,166,175,252,249
313,253,257,249,1906,299,7,69,841,38,497,70,132,75,356,341,166,175,252,249
313,253,257,249,1906,299,7,69,841,38,497,70,132,75,356,341,166,175,252,249
179,261,265,256,1841,292,12,67,801,51,270,782,122,76,330,341,182,159,257,261
179,261,265,256,1841,292,12,67,801,51,270,782,122,76,330,341,182,159,257,261
179,261,265,256,1841,292,12,67,801,51,270,782,122,76,330,341,182,159,257,261
172,261,265,258,1615,277,24,68,785,79,182,706,110,76,291,334,190,144,258,261
200,252,258,247,1691,292,32,63,783,124,227,783,101,80,460,315,190,125,247,254
136,265,273,257,2283,336,54,48,896,197,260,775,89,81,600,327,218,109,260,272
113,268,274,262,2297,331,65,48,913,212,439,908,101,76,449,335,203,132,264,267
273,255,260,248,2410,374,9,69,1079,53,338,1073,133,69,539,354,163,191,249,252
277,255,261,250,2364,365,13,67,1051,67,338,1040,126,68,497,349,166,183,250,253
121,267,274,261,2337,343,62,50,937,209,448,935,102,77,485,334,202,132,263,266
50,264,270,259,2092,383,34,68,980,110,158,923,93,81,430,323,209,114,260,269
241,261,264,258,1818,387,14,87,1039,66,100,975,107,84,255,326,199,127,259,263
241,261,264,258,1818,387,14,87,1039,66,100,975,107,84,255,326,199,127,259,263
166,254,260,249,1719,301,48,61,809,152,206,779,97,80,472,315,195,120,250,255
166,254,260,249,1719,301,48,61,809,152,206,779,97,80,472,315,195,120,250,255
250,256,262,251,2387,373,10,68,1079,65,331,1061,128,69,491,350,167,183,251,253
194,266,269,260,1697,264,4,70,751,29,250,65,127,74,364,350,180,170,266,261
154,254,260,249,2106,375,32,73,1066,118,161,1007,98,81,421,315,195,120,250,255
126,266,269,263,1739,319,17,76,891,65,147,891,108,77,262,336,196,140,263,265
241,258,262,254,1709,276,9,68,747,39,246,747,128,75,335,343,174,169,254,258
241,258,262,254,1709,276,9,68,747,39,246,747,128,75,335,343,174,169,254,258
14,270,278,262,3060,524,39,65,1405,140,140,1366,76,79,602,326,230,96,263,278
37,267,270,263,2438,418,72,59,1119,252,252,1061,98,88,266,325,214,111,265,270
27,261,267,254,2515,484,11,77,1314,55,55,1314,96,80,517,327,207,120,254,267
172,261,265,258,1615,277,24,68,785,79,182,706,110,76,291,334,190,144,258,261
93,263,268,259,2135,387,42,64,1004,167,167,973,97,85,355,324,210,114,259,268
22,261,267,255,2526,461,18,72,1273,82,127,1273,96,80,489,327,207,120,255,266
167,261,265,257,1757,297,13,66,745,67,243,706,117,77,334,338,187,151,258,262
37,267,270,263,2438,418,72,59,1119,252,252,1061,98,88,266,325,214,111,265,270
101,266,271,263,1617,359,25,85,907,85,128,869,103,85,325,328,208,120,264,267
101,266,271,263,1617,359,25,85,907,85,128,869,103,85,325,328,208,120,264,267
20,265,271,259,2795,559,17,85,1535,61,133,1341,87,82,471,324,219,105,259,271
77,261,266,256,2257,408,34,64,1062,143,170,996,97,83,401,324,208,116,256,266
251,260,263,257,1605,357,12,89,933,59,145,871,108,83,272,326,196,130,258,261
298,253,256,249,1881,297,6,68,814,41,493,74,131,76,312,339,167,172,251,249
99,260,266,255,2176,394,26,77,1125,108,132,1047,94,79,443,320,202,118,255,264
71,262,267,257,2209,394,35,63,1024,150,150,1024,96,84,400,324,210,114,257,267
19,269,274,263,2757,379,88,42,1051,325,367,1043,90,84,451,328,222,106,264,274
101,266,271,263,1617,359,25,85,907,85,128,869,103,85,325,328,208,120,264,267
359,257,266,250,1675,351,39,64,793,142,142,391,101,79,633,331,204,127,252,266
216,255,259,250,1880,316,18,69,899,95,183,899,107,83,348,320,192,128,250,255
202,259,263,255,1873,295,14,67,795,52,282,793,125,76,309,341,178,163,255,258
93,263,267,259,2138,392,46,64,1019,171,171,986,98,85,349,324,209,115,259,267
167,261,265,257,1757,297,13,66,745,67,243,706,117,77,334,338,187,151,258,262
27,261,267,254,2515,484,11,77,1314,55,55,1314,96,80,517,327,207,120,254,267
40,267,269,262,2304,408,70,62,1079,225,225,1033,99,88,266,325,213,112,264,269
85,271,275,266,2263,423,24,78,1187,89,139,1153,103,87,321,332,214,118,268,274
288,255,259,252,1921,305,14,68,823,48,294,817,127,76,287,339,172,167,252,254
167,261,265,257,1757,297,13,66,745,67,243,706,117,77,334,338,187,151,258,262
37,267,270,263,2438,418,72,59,1119,252,252,1061,98,88,266,325,214,111,265,270
155,264,267,260,1624,370,19,88,934,74,132,889,104,86,287,325,205,120,261,264
14,270,278,262,3060,524,39,65,1405,140,140,1366,76,79,602,326,230,96,263,278
216,258,261,254,1870,295,15,66,789,56,281,785,124,77,304,339,179,160,254,258
288,255,259,252,1921,305,14,68,823,48,294,817,127,76,287,339,172,167,252,254
298,253,256,249,1881,297,6,68,814,41,493,74,131,76,312,339,167,172,251,249
27,261,267,254,2515,484,11,77,1314,55,55,1314,96,80,517,327,207,120,254,267
101,266,271,263,1617,359,25,85,907,85,128,869,103,85,325,328,208,120,264,267
250,256,260,252,1774,290,18,64,766,80,240,721,114,79,312,330,186,144,254,257
99,260,266,255,2176,394,26,77,1125,108,132,1047,94,79,443,320,202,118,255,264
359,257,266,250,1675,351,39,64,793,142,142,391,101,79,633,331,204,127,252,266
202,263,267,259,1760,278,6,69,769,35,259,77,128,75,317,348,178,170,262,261
37,267,270,263,2438,418,72,59,1119,252,252,1061,98,88,266,325,214,111,265,270
172,261,265,258,1615,277,24,68,785,79,182,706,110,76,291,334,190,144,258,261
288,255,259,252,1921,305,14,68,823,48,294,817,127,76,287,339,172,167,252,254
20,262,268,255,2605,501,13,79,1384,55,109,1384,94,81,502,326,210,116,255,267
101,266,271,263,1617,359,25,85,907,85,128,869,103,85,325,328,208,120,264,267
12,270,273,265,2577,416,56,62,1208,201,244,1140,96,88,289,326,218,108,267,273
37,267,270,263,2438,418,72,59,1119,252,252,1061,98,88,266,325,214,111,265,270
87,263,268,259,2148,381,39,62,991,166,166,991,95,84,384,324,211,113,259,268
22,261,267,255,2526,461,18,72,1273,82,127,1273,96,80,489,327,207,120,255,266
93,263,268,259,2135,387,42,64,1004,167,167,973,97,85,355,324,210,114,259,268
87,263,268,259,2148,381,39,62,991,166,166,991,95,84,384,324,211,113,259,268
20,262,268,255,2605,501,13,79,1384,55,109,1384,94,81,502,326,210,116,255,267
87,263,268,259,2148,381,39,62,991,166,166,991,95,84,384,324,211,113,259,268
273,255,260,248,2410,374,9,69,1079,53,338,1073,133,69,539,354,163,191,249,252
377,255,259,247,1933,322,3,72,902,30,495,56,133,73,485,344,164,180,255,248
390,255,259,247,1903,318,3,72,885,31,486,57,132,74,480,343,165,178,255,248
377,255,259,247,1933,322,3,72,902,30,495,56,133,73,485,344,164,180,255,248
377,255,259,247,1933,322,3,72,902,30,495,56,133,73,485,344,164,180,255,248
335,259,268,252,1914,395,47,63,890,155,155,476,104,78,666,338,205,133,254,268
66,271,277,265,2132,313,65,49,881,221,273,867,97,79,488,335,213,122,267,274
129,268,274,261,2130,308,70,47,866,232,377,846,98,79,492,332,208,124,263,267
183,261,265,256,1825,279,11,67,801,46,274,784,126,77,350,343,180,163,257,261
241,261,264,258,1818,387,14,87,1039,66,100,975,107,84,255,326,199,127,259,263
171,264,268,261,1717,377,14,88,993,62,94,935,106,83,290,329,202,127,262,266
183,261,265,256,1825,279,11,67,801,46,274,784,126,77,350,343,180,163,257,261
183,261,265,256,1825,279,11,67,801,46,274,784,126,77,350,343,180,163,257,261
262,256,261,251,2338,364,14,66,1041,72,336,1029,125,69,471,348,168,180,251,254
404,248,254,241,2431,405,10,70,1095,41,352,1095,138,68,594,353,152,201,241,246
171,264,268,261,1717,377,14,88,993,62,94,935,106,83,290,329,202,127,262,266
166,254,260,249,1719,301,48,61,809,152,206,779,97,80,472,315,195,120,250,255
171,264,268,261,1717,377,14,88,993,62,94,935,106,83,290,329,202,127,262,266
29,270,272,265,2440,434,51,71,1260,166,166,1146,102,89,256,329,215,114,267,272
238,256,261,251,2192,344,11,64,984,75,471,984,118,72,432,338,176,162,251,254
92,270,273,266,2265,439,26,82,1242,88,125,1173,104,86,259,331,211,120,268,272
183,261,265,256,1825,279,11,67,801,46,274,784,126,77,350,343,180,163,257,261
215,262,265,259,1518,343,11,89,886,55,134,829,108,81,281,328,196,132,260,263
201,259,263,256,1584,269,25,66,756,83,193,683,111,76,301,333,187,146,256,259
241,261,264,258,1818,387,14,87,1039,66,100,975,107,84,255,326,199,127,259,263
183,264,267,261,1706,372,13,88,985,61,92,924,107,82,264,329,200,129,262,265
166,254,260,249,1719,301,48,61,809,152,206,779,97,80,472,315,195,120,250,255
241,261,264,258,1818,387,14,87,1039,66,100,975,107,84,255,326,199,127,259,263
55,269,271,265,2449,447,45,75,1305,152,155,1194,102,88,241,328,213,115,267,270
201,259,263,256,1584,269,25,66,756,83,193,683,111,76,301,333,187,146,256,259
183,264,267,261,1706,372,13,88,985,61,92,924,107,82,264,329,200,129,262,265
404,248,254,241,2431,405,10,70,1095,41,352,1095,138,68,594,353,152,201,241,246
129,268,274,261,2130,308,70,47,866,232,377,846,98,79,492,332,208,124,263,267
166,254,260,249,1719,301,48,61,809,152,206,779,97,80,472,315,195,120,250,255
133,256,263,251,1818,322,44,63,858,138,223,831,99,80,482,319,196,123,252,258
29,270,272,265,2440,434,51,71,1260,166,166,1146,102,89,256,329,215,114,267,272
298,258,261,255,1685,361,12,86,965,62,89,897,109,81,274,325,192,133,257,260
238,256,261,251,2192,344,11,64,984,75,471,984,118,72,432,338,176,162,251,254
238,256,261,251,2192,344,11,64,984,75,471,984,118,72,432,338,176,162,251,254
260,260,264,257,1967,388,15,83,1077,76,118,1030,107,81,262,327,195,132,259,263
277,255,261,250,2364,365,13,67,1051,67,338,1040,126,68,497,349,166,183,250,253
241,261,264,258,1818,387,14,87,1039,66,100,975,107,84,255,326,199,127,259,263
121,267,274,261,2337,343,62,50,937,209,448,935,102,77,485,334,202,132,263,266
50,264,270,259,2092,383,34,68,980,110,158,923,93,81,430,323,209,114,260,269
208,252,258,246,1695,295,36,62,788,132,220,780,100,81,466,314,191,123,247,253
102,269,275,263,2138,304,68,46,853,239,287,838,98,79,445,332,209,123,265,269
18,267,270,263,2433,360,71,55,1040,224,229,990,105,87,317,331,211,120,265,270
321,252,255,248,1887,298,7,68,822,41,311,73,131,75,334,339,166,173,251,248
321,252,255,248,1887,298,7,68,822,41,311,73,131,75,334,339,166,173,251,248
321,252,255,248,1887,298,7,68,822,41,311,73,131,75,334,339,166,173,251,248
209,260,264,257,1672,283,7,69,740,36,242,697,128,75,308,345,176,169,257,259
209,260,264,257,1672,283,7,69,740,36,242,697,128,75,308,345,176,169,257,259
209,260,264,257,1672,283,7,69,740,36,242,697,128,75,308,345,176,169,257,259
209,260,264,257,1672,283,7,69,740,36,242,697,128,75,308,345,176,169,257,259
241,261,264,258,1818,387,14,87,1039,66,100,975,107,84,255,326,199,127,259,263
241,261,264,258,1818,387,14,87,1039,66,100,975,107,84,255,326,199,127,259,263
171,264,268,261,1717,377,14,88,993,62,94,935,106,83,290,329,202,127,262,266
241,261,264,258,1818,387,14,87,1039,66,100,975,107,84,255,326,199,127,259,263
241,261,264,258,1818,387,14,87,1039,66,100,975,107,84,255,326,199,127,259,263
183,264,267,261,1706,372,13,88,985,61,92,924,107,82,264,329,200,129,262,265
93,263,268,259,2135,387,42,64,1004,167,167,973,97,85,355,324,210,114,259,268
171,264,268,261,1717,377,14,88,993,62,94,935,106,83,290,329,202,127,262,266
87,263,268,259,2148,381,39,62,991,166,166,991,95,84,384,324,211,113,259,268
81,264,269,260,2098,380,41,64,986,167,167,959,96,84,378,325,212,113,260,269
64,261,266,255,2373,438,28,67,1148,122,145,1148,97,82,446,324,207,117,255,265
220,262,265,258,1701,270,6,69,741,33,255,72,128,75,306,347,177,170,260,259
223,266,269,258,1782,290,3,72,814,29,449,60,127,74,446,349,179,170,267,260
398,249,253,244,1996,311,8,69,895,40,516,71,133,74,369,338,160,178,248,244
198,260,264,257,1813,292,10,68,783,41,271,783,128,76,316,345,177,168,257,259
209,260,264,257,1672,283,7,69,740,36,242,697,128,75,308,345,176,169,257,259
209,260,264,257,1672,283,7,69,740,36,242,697,128,75,308,345,176,169,257,259
398,249,253,244,1996,311,8,69,895,40,516,71,133,74,369,338,160,178,248,244
194,266,269,260,1697,264,4,70,751,29,250,65,127,74,364,350,180,170,266,261
200,262,266,259,1781,283,7,69,775,36,263,79,128,75,320,347,178,169,260,260
360,248,252,245,1912,287,19,61,776,80,307,770,122,79,281,327,173,154,245,248
288,254,260,247,2419,392,10,69,1086,46,343,1086,136,69,547,357,160,197,247,251
321,252,255,248,1887,298,7,68,822,41,311,73,131,75,334,339,166,173,251,248
159,263,267,259,1685,374,25,84,951,90,138,900,102,85,321,324,205,119,260,264
277,253,256,249,1900,294,7,67,822,42,491,77,131,76,310,339,167,172,251,249
124,266,270,262,1907,344,20,73,926,76,95,823,100,78,335,333,206,127,262,268
166,254,260,249,1719,301,48,61,809,152,206,779,97,80,472,315,195,120,250,255
241,261,264,258,1818,387,14,87,1039,66,100,975,107,84,255,326,199,127,259,263
273,255,260,248,2410,374,9,69,1079,53,338,1073,133,69,539,354,163,191,249,252
183,264,267,261,1706,372,13,88,985,61,92,924,107,82,264,329,200,129,262,265
124,266,270,262,1907,344,20,73,926,76,95,823,100,78,335,333,206,127,262,268
27,269,272,264,2548,432,49,68,1254,174,174,1154,103,88,297,330,214,116,266,272
321,252,255,248,1887,298,7,68,822,41,311,73,131,75,334,339,166,173,251,248
321,252,255,248,1887,298,7,68,822,41,311,73,131,75,334,339,166,173,251,248
101,266,271,263,1617,359,25,85,907,85,128,869,103,85,325,328,208,120,264,267
163,256,263,250,1835,317,47,62,849,147,208,808,98,80,497,318,196,122,251,257
321,252,255,248,1887,298,7,68,822,41,311,73,131,75,334,339,166,173,251,248
288,254,260,247,2419,392,10,69,1086,46,343,1086,136,69,547,357,160,197,247,251
321,252,255,248,1887,298,7,68,822,41,311,73,131,75,334,339,166,173,251,248
267,256,261,250,2389,368,11,67,1066,63,336,1053,128,68,489,351,165,186,251,253
398,249,253,244,1996,311,8,69,895,40,516,71,133,74,369,338,160,178,248,244
398,249,253,244,1996,311,8,69,895,40,516,71,133,74,369,338,160,178,248,244
